"ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","NumDealsPurchases","NumWebPurchases","NumStorePurchases","AcceptedCmp","Complain","Response"
7381,1968,"Graduation","Divorced",75693,0,0,"06-12-2012",10,797,153,293,72,97,1,11,6,1,0,"1"
6515,1977,"Graduation","Together",39771,1,0,"06-12-2013",92,6,2,18,2,8,1,2,3,0,0,"0"
4377,1971,"Graduation","Married",52914,0,1,"07-01-2013",32,254,10,44,30,10,2,7,3,0,0,"0"
9206,1968,"Graduation","Together",77382,0,1,"07-01-2014",36,491,48,231,112,105,2,5,12,1,0,"0"
1458,1982,"Master","Married",21059,1,0,"07-01-2014",40,8,3,19,3,3,3,3,3,0,0,"0"
10955,1964,"Graduation","Widow",85620,0,0,"07-01-2014",68,416,46,925,60,107,1,3,4,0,0,"1"
456,1986,"2n Cycle","Married",7500,1,0,"07-02-2013",96,1,11,5,4,6,2,2,3,0,0,"0"
9612,1987,"2n Cycle","Single",23830,0,0,"07-02-2014",3,1,8,6,4,8,1,1,3,0,0,"0"
2589,1972,"Graduation","Divorced",26759,1,0,"07-02-2014",65,25,3,16,8,5,2,2,3,0,0,"0"
1250,1976,"Graduation","Single",37697,1,0,"07-02-2014",82,34,6,21,11,4,1,2,3,0,0,"0"
10281,1970,"Graduation","Divorced",64713,1,0,"07-02-2014",11,180,60,241,13,54,2,5,7,0,0,"1"
1710,1978,"Graduation","Single",30168,1,0,"07-03-2013",51,154,20,66,0,12,7,6,4,0,0,"0"
8858,1972,"PhD","Married",44325,0,1,"07-03-2013",69,516,0,21,0,0,4,8,7,0,0,"0"
10142,1976,"PhD","Divorced",66476,0,1,"07-03-2013",99,372,18,126,47,48,2,5,11,0,0,"0"
2415,1962,"Graduation","Together",62568,0,1,"07-04-2014",99,362,17,398,80,35,3,5,5,0,0,"0"
9499,1954,"Graduation","Married",93404,1,2,"07-05-2013",97,1279,15,287,20,0,3,3,7,1,0,"0"
2942,1964,"Graduation","Single",45906,0,1,"07-05-2013",20,305,3,27,4,3,2,5,4,0,0,"0"
10659,1979,"2n Cycle","Together",7500,1,0,"07-05-2013",7,2,8,11,3,8,4,3,2,0,0,"0"
988,1965,"Graduation","Married",81168,0,0,"07-05-2014",84,410,0,592,147,22,1,6,7,0,0,"0"
3635,1962,"PhD","Single",52597,0,1,"07-05-2014",69,492,0,37,7,0,3,6,8,0,0,"0"
4184,1950,"PhD","Together",52157,0,1,"07-06-2014",48,189,2,29,3,2,2,3,5,0,0,"0"
2225,1977,"Graduation","Divorced",82582,0,0,"07-06-2014",54,510,120,550,156,40,1,4,7,0,0,"1"
9579,1959,"PhD","Married",33762,2,1,"07-07-2013",61,53,1,34,2,0,3,2,2,0,0,"0"
10827,1967,"PhD","Married",36947,1,1,"07-08-2012",49,88,3,21,4,1,4,3,4,0,0,"0"
3262,1958,"Graduation","Single",68281,0,0,"07-08-2012",31,995,112,417,42,48,1,2,13,0,0,"1"
9964,1979,"Graduation","Single",61825,0,1,"07-08-2013",56,162,50,100,55,30,1,4,8,0,0,"0"
5547,1982,"PhD","Married",84169,0,0,"07-08-2013",9,1478,19,403,0,19,1,7,6,1,0,"1"
5519,1956,"Graduation","Together",64090,0,1,"07-08-2013",8,316,58,161,76,51,1,6,4,0,0,"1"
8362,1982,"PhD","Married",84169,0,0,"07-08-2013",9,1478,19,403,0,19,1,7,6,1,0,"1"
6233,1976,"Graduation","Married",65991,0,1,"07-09-2012",21,507,19,364,25,47,3,9,10,0,0,"0"
3076,1975,"Graduation","Together",66653,1,1,"07-09-2012",18,452,18,102,16,18,4,4,12,0,0,"0"
10352,1963,"Graduation","Widow",34213,1,1,"07-09-2012",2,50,4,28,6,3,3,3,2,0,0,"1"
9323,1949,"Master","Together",49912,0,1,"07-09-2012",5,520,8,223,32,49,4,10,7,0,0,"1"
1146,1949,"Master","Together",49912,0,1,"07-09-2012",5,520,8,223,32,49,4,10,7,0,0,"1"
10664,1949,"Master","Widow",51529,0,1,"07-09-2013",14,400,4,35,6,0,2,9,5,0,0,"0"
891,1951,"Master","Together",29298,1,1,"07-09-2013",60,6,0,2,2,0,1,1,2,0,0,"0"
4328,1986,"2n Cycle","Married",21955,1,0,"07-09-2013",81,5,1,7,17,14,2,2,3,0,0,"0"
3678,1973,"Graduation","Widow",60208,1,1,"07-10-2012",13,488,23,71,15,0,11,8,7,0,0,"1"
6497,1960,"Graduation","Married",51651,0,1,"07-11-2012",32,293,6,23,13,6,4,6,5,0,0,"0"
1459,1966,"PhD","Married",69063,0,1,"07-11-2012",16,666,35,124,69,8,1,5,5,0,0,"0"
10446,1957,"PhD","Married",82017,0,0,"07-11-2012",58,184,23,446,30,23,1,5,7,1,0,"1"
3896,1984,"Graduation","Married",27255,1,0,"07-11-2013",3,22,1,11,0,1,1,1,3,0,0,"0"
7181,1977,"Graduation","Married",30368,0,1,"07-11-2013",97,35,0,13,2,0,2,2,3,0,0,"0"
2698,1976,"Graduation","Single",47025,0,1,"07-11-2013",52,254,7,108,20,0,3,6,5,0,0,"0"
7426,1971,"2n Cycle","Married",54690,1,1,"07-11-2013",76,111,16,37,7,9,3,3,5,0,0,"0"
8360,1971,"2n Cycle","Married",54690,1,1,"07-11-2013",76,111,16,37,7,9,3,3,5,0,0,"0"
5113,1971,"PhD","Divorced",86979,0,0,"07-11-2013",67,584,100,835,65,83,1,5,5,0,0,"1"
3850,1963,"Basic","Together",14918,0,1,"07-12-2012",52,3,3,3,15,4,1,1,3,0,0,"0"
10479,1975,"PhD","Married",76618,0,0,"07-12-2012",64,749,40,294,121,160,1,3,5,0,0,"0"
55,1963,"Graduation","Together",56253,0,1,"07-12-2012",83,509,0,65,7,11,4,7,9,0,0,"0"
10530,1959,"PhD","Widow",67786,0,0,"07-12-2013",0,431,82,441,80,20,1,3,6,0,0,"1"
8148,1956,"Master","Together",50898,1,1,"08-01-2013",88,285,28,242,55,114,13,6,12,0,0,"0"
7966,1959,"Graduation","Single",80982,1,1,"08-01-2013",48,505,137,401,104,22,3,11,11,0,1,"0"
5628,1982,"Graduation","Together",61416,0,0,"08-02-2013",25,848,154,323,201,61,1,10,10,0,0,"0"
11114,1970,"Graduation","Together",19656,1,0,"08-02-2013",94,25,4,9,6,8,3,2,3,0,0,"0"
4860,1970,"Graduation","Single",24206,1,0,"08-03-2013",66,7,2,8,3,2,1,1,3,0,0,"0"
1000,1961,"Master","Together",74881,1,1,"08-03-2013",48,505,72,270,36,27,4,9,12,0,0,"0"
3852,1961,"Master","Together",74881,1,1,"08-03-2013",48,505,72,270,36,27,4,9,12,0,0,"0"
8541,1990,"2n Cycle","Married",24683,1,0,"08-03-2014",98,8,4,10,6,7,2,2,4,0,0,"0"
5823,1970,"PhD","Single",32303,0,1,"08-03-2014",63,35,0,2,0,0,2,1,4,0,0,"0"
2174,1954,"Graduation","Single",46344,1,1,"08-03-2014",38,11,1,6,2,1,2,1,2,0,0,"0"
1834,1978,"Master","Single",35544,1,0,"08-03-2014",77,30,5,23,4,1,1,2,3,0,0,"0"
1357,1970,"Graduation","Together",74854,1,2,"08-04-2013",90,856,59,487,58,29,7,2,5,0,0,"0"
6200,1951,"Graduation","Married",75903,0,1,"08-04-2013",50,340,108,185,130,38,2,6,9,0,0,"0"
2868,1949,"PhD","Single",26518,1,1,"08-04-2013",33,20,1,28,3,3,3,2,3,0,0,"1"
5371,1989,"Graduation","Single",21474,1,0,"08-04-2014",0,6,16,24,11,0,2,3,2,0,0,"1"
9799,1968,"PhD","Divorced",83664,1,1,"08-05-2013",57,866,21,151,28,21,3,2,12,0,0,"0"
9495,1982,"Graduation","Together",71853,0,0,"08-05-2013",29,358,108,413,141,97,1,2,6,0,0,"0"
6387,1976,"PhD","Together",52190,1,1,"08-05-2014",39,42,0,17,0,0,3,2,3,0,0,"0"
9392,1971,"Graduation","Single",26954,1,0,"08-05-2014",17,4,1,11,0,0,1,1,2,0,0,"0"
8908,1959,"Graduation","Married",87195,0,0,"08-05-2014",35,217,76,690,50,26,1,3,5,0,0,"1"
5991,1949,"Master","Married",48150,0,1,"08-06-2013",24,173,2,39,3,2,3,5,4,0,0,"0"
8584,1952,"PhD","Together",85431,0,0,"08-06-2013",54,376,53,462,168,53,1,2,7,0,0,"0"
9284,1958,"Graduation","Together",53977,0,1,"08-06-2013",21,620,16,165,0,24,5,5,12,0,0,"0"
7212,1966,"Graduation","Married",44794,0,1,"08-06-2014",99,54,0,7,0,0,1,2,3,0,0,"0"
3381,1953,"Master","Married",54348,1,1,"08-06-2014",51,70,0,16,0,0,2,2,4,0,0,"0"
713,1977,"Master","Married",50353,0,0,"08-06-2014",72,141,15,153,67,31,1,4,6,0,0,"0"
3025,1958,"Graduation","Single",49967,0,1,"08-07-2013",4,212,6,69,4,12,3,6,5,0,0,"0"
5074,1986,"Master","Married",28072,1,0,"08-07-2013",10,30,0,10,2,0,1,1,3,0,0,"0"
10595,1990,"Graduation","Married",30093,0,0,"08-07-2013",19,2,6,28,13,4,1,2,3,0,0,"0"
460,1972,"PhD","Married",79930,0,0,"08-08-2012",72,792,86,740,67,51,1,3,8,0,0,"0"
8876,1963,"PhD","Together",33629,1,1,"08-08-2012",49,132,0,16,0,0,5,3,4,0,0,"0"
942,1982,"Graduation","Single",39660,1,0,"08-08-2012",36,139,13,78,20,13,3,7,3,0,0,"1"
1891,1980,"Master","Divorced",78789,0,0,"08-08-2012",12,667,50,850,21,83,1,4,5,0,0,"1"
1143,1972,"Graduation","Married",22063,1,0,"08-08-2013",43,7,10,13,3,11,2,2,3,0,0,"0"
11096,1952,"2n Cycle","Together",57247,0,1,"08-08-2013",50,99,4,32,37,54,2,2,7,0,0,"0"
8783,1950,"Graduation","Married",57045,0,1,"08-09-2012",40,296,13,104,11,13,3,4,9,0,0,"0"
7108,1965,"Master","Widow",51390,1,1,"08-09-2012",54,205,20,47,23,2,6,5,5,0,0,"0"
7079,1962,"Graduation","Divorced",63887,0,1,"08-09-2012",38,897,23,207,15,11,5,9,12,0,0,"0"
35,1987,"Graduation","Married",25545,1,0,"08-09-2012",35,32,1,64,16,12,3,2,3,0,0,"1"
6859,1987,"Graduation","Single",29236,1,0,"08-10-2013",30,37,4,24,16,9,2,4,3,0,0,"0"
10906,1948,"PhD","Together",46681,0,2,"08-10-2013",52,269,15,69,15,19,2,4,4,0,0,"0"
1215,1978,"Graduation","Together",70440,0,0,"08-10-2013",49,690,117,499,76,102,1,5,7,0,0,"0"
4107,1948,"PhD","Together",46681,0,2,"08-10-2013",52,269,15,69,15,19,2,4,4,0,0,"0"
5538,1975,"Graduation","Divorced",83829,0,0,"08-10-2013",78,897,161,430,186,161,0,4,6,1,0,"1"
3910,1975,"Graduation","Divorced",83829,0,0,"08-10-2013",78,897,161,430,186,161,0,4,6,1,0,"1"
6566,1954,"PhD","Married",72550,1,1,"08-11-2012",39,826,50,317,50,38,9,5,12,0,0,"0"
10379,1962,"Master","Single",59247,0,2,"08-11-2013",87,327,9,122,19,14,5,5,9,0,0,"0"
4303,1957,"PhD","Together",6835,0,1,"08-12-2012",76,107,2,12,2,2,0,0,1,0,0,"0"
3153,1957,"PhD","Single",40737,2,1,"08-12-2013",24,11,0,4,0,0,1,1,2,0,0,"0"
5176,1988,"Graduation","Together",29604,1,0,"08-12-2013",88,7,6,13,7,6,1,1,3,0,0,"0"
9553,1987,"Graduation","Married",7500,0,0,"09-01-2013",94,0,2,3,4,1,1,0,3,0,0,"0"
9265,1953,"Graduation","Married",75027,0,1,"09-01-2013",74,925,64,179,133,12,2,9,6,0,0,"0"
4286,1970,"PhD","Single",57642,0,1,"09-01-2014",24,580,6,58,8,0,3,7,6,0,0,"0"
1928,1973,"Graduation","Married",31814,1,0,"09-02-2013",73,35,3,20,4,1,2,2,3,0,0,"0"
10022,1973,"PhD","Single",54466,1,1,"09-02-2014",78,12,0,4,0,0,1,1,2,0,0,"0"
8275,1965,"PhD","Divorced",47025,1,1,"09-02-2014",6,16,0,3,0,0,1,1,2,0,0,"0"
2202,1978,"Graduation","Together",41154,0,1,"09-04-2013",98,44,2,11,2,3,1,1,4,0,0,"0"
1277,1960,"Graduation","Together",78468,0,0,"09-04-2014",29,434,22,388,104,22,1,10,10,0,0,"0"
11007,1968,"PhD","Married",29187,1,0,"09-05-2013",43,26,0,6,0,0,1,1,3,0,0,"0"
3725,1961,"PhD","Single",84865,0,0,"09-05-2013",1,1248,16,349,43,16,1,2,9,1,0,"1"
916,1972,"PhD","Single",41644,1,1,"09-05-2014",67,20,3,4,2,0,2,1,3,0,0,"0"
851,1972,"Master","Married",57136,1,1,"09-07-2013",48,306,5,109,21,109,9,5,10,0,0,"0"
5253,1956,"Master","Together",54603,1,1,"09-07-2013",85,145,13,46,17,2,6,4,4,0,0,"0"
3009,1962,"PhD","Widow",71670,0,0,"09-07-2013",8,1462,16,128,0,0,1,5,6,1,0,"1"
5564,1969,"Graduation","Together",62882,0,1,"09-08-2012",26,509,133,497,78,24,2,7,6,0,0,"0"
3698,1983,"Graduation","Together",78687,0,0,"09-08-2012",13,817,185,687,145,55,1,4,8,1,0,"1"
1764,1975,"Graduation","Single",33955,1,0,"09-08-2013",92,100,2,128,23,7,4,5,5,0,0,"0"
8462,1978,"Basic","Together",24882,1,0,"09-09-2012",52,1,4,10,29,0,1,1,2,0,0,"0"
10858,1975,"Graduation","Together",76532,1,1,"09-09-2013",38,355,30,177,90,138,4,9,7,0,0,"0"
7849,1970,"PhD","Married",80336,0,0,"09-09-2013",12,209,19,456,160,142,1,2,13,0,0,"0"
7446,1967,"Master","Together",62513,0,1,"09-09-2013",16,520,42,98,0,42,2,6,10,0,0,"0"
5954,1972,"Master","Divorced",42618,1,0,"09-10-2013",92,76,14,74,13,5,2,5,4,0,0,"0"
10430,1973,"Graduation","Divorced",89694,1,1,"09-10-2013",22,1126,28,211,37,28,3,4,4,1,0,"0"
7962,1987,"PhD","Single",95169,0,0,"09-10-2013",1,1285,21,449,106,20,1,4,4,1,0,"1"
10882,1976,"Graduation","Married",53858,0,1,"09-11-2012",50,407,53,221,58,150,4,4,6,0,0,"0"
9909,1996,"2n Cycle","Married",7500,0,0,"09-11-2012",24,3,18,14,15,22,3,3,3,0,0,"1"
8213,1980,"2n Cycle","Together",14515,1,0,"09-11-2012",71,6,4,9,6,36,4,2,3,0,0,"1"
10299,1969,"PhD","Single",48240,0,0,"09-11-2012",73,389,91,248,64,49,3,6,13,0,0,"1"
2407,1982,"Graduation","Married",69109,0,0,"09-11-2012",10,823,25,459,124,29,1,6,7,1,0,"1"
5636,1963,"Graduation","Single",30983,0,0,"09-11-2012",50,51,4,50,12,1,1,4,3,0,0,"1"
9064,1982,"Graduation","Married",69109,0,0,"09-11-2012",10,823,25,459,124,29,1,6,7,1,0,"1"
8492,1978,"Graduation","Together",75437,0,0,"09-11-2013",25,795,0,545,95,58,1,8,10,0,0,"0"
895,1948,"PhD","Married",61467,0,2,"09-12-2012",69,410,16,114,0,5,3,5,10,0,0,"0"
89,1975,"2n Cycle","Married",22212,1,0,"09-12-2013",49,5,9,20,6,8,2,2,4,0,0,"0"
7235,1975,"2n Cycle","Married",17003,1,0,"09-12-2013",37,2,5,12,4,8,3,2,4,0,0,"0"
6988,1986,"Graduation","Married",71952,1,0,"10-01-2013",93,656,80,455,52,107,2,8,8,1,0,"0"
9723,1960,"Graduation","Married",67716,0,1,"10-01-2013",8,530,142,217,62,9,4,7,13,0,0,"0"
2521,1971,"Master","Married",35178,1,0,"10-01-2013",10,23,1,13,2,2,1,1,2,0,0,"1"
4301,1971,"Master","Married",35178,1,0,"10-01-2013",10,23,1,13,2,2,1,1,2,0,0,"1"
1162,1987,"PhD","Single",42000,0,0,"10-01-2013",23,124,83,267,85,59,2,5,11,0,0,"1"
10643,1987,"PhD","Single",42000,0,0,"10-01-2013",23,124,83,267,85,59,2,5,11,0,0,"1"
9010,1972,"Master","Married",83151,0,0,"10-02-2013",80,968,147,842,137,42,1,5,10,1,0,"1"
538,1989,"Graduation","Single",46107,1,0,"10-02-2014",78,31,9,27,16,9,1,1,4,0,0,"0"
6182,1984,"Graduation","Together",26646,1,0,"10-02-2014",26,11,4,20,10,3,2,2,4,0,0,"0"
8443,1972,"Graduation","Single",24762,1,0,"10-02-2014",16,6,10,12,3,15,3,3,2,0,0,"1"
1173,1947,"Master","Together",77632,0,0,"10-03-2013",73,1200,105,758,0,42,1,4,6,1,0,"1"
4827,1956,"PhD","Single",54998,0,1,"10-03-2013",3,154,22,202,39,30,5,4,9,0,0,"1"
3945,1947,"PhD","Widow",68117,0,1,"10-03-2013",80,618,44,215,0,17,2,11,4,0,0,"1"
8461,1962,"Graduation","Divorced",46102,2,1,"10-03-2014",3,14,0,1,0,0,1,1,2,0,0,"0"
2829,1955,"Graduation","Married",65210,0,1,"10-03-2014",25,626,0,70,0,7,2,9,8,0,0,"0"
9485,1986,"PhD","Married",45921,0,0,"10-03-2014",23,102,9,49,24,3,1,2,6,0,0,"0"
2186,1977,"2n Cycle","Together",82326,0,0,"10-03-2014",30,938,142,754,159,81,1,5,6,1,0,"1"
6991,1951,"Graduation","Divorced",43185,0,1,"10-04-2013",88,537,6,42,16,6,2,9,6,0,0,"0"
9289,1979,"Graduation","Married",36781,1,0,"10-04-2014",16,29,1,17,0,3,1,2,2,0,0,"1"
10141,1960,"Master","Divorced",39228,0,0,"10-05-2013",1,7,1,6,0,3,1,0,3,0,0,"0"
10262,1980,"Graduation","Married",15072,2,0,"10-05-2013",96,8,2,15,0,10,4,3,3,0,0,"0"
6119,1963,"PhD","Single",36736,1,1,"10-05-2013",52,10,0,3,0,0,1,1,2,0,0,"0"
7573,1978,"PhD","Single",31626,1,0,"10-05-2013",12,39,1,9,2,1,1,2,2,0,0,"1"
7574,1979,"PhD","Together",27922,1,0,"10-05-2014",80,11,0,13,2,4,1,2,3,0,0,"0"
11051,1956,"PhD","Together",77376,1,1,"10-05-2014",72,492,19,110,16,12,4,6,10,0,0,"0"
4470,1962,"Master","Married",58646,0,1,"10-06-2013",3,62,1,44,6,5,1,2,4,0,0,"0"
8957,1952,"2n Cycle","Single",64831,1,1,"10-06-2013",51,480,86,249,75,86,8,6,5,0,0,"0"
10172,1988,"Graduation","Single",68655,0,0,"10-08-2012",95,456,19,832,75,118,1,4,11,0,0,"0"
10067,1976,"2n Cycle","Together",25176,1,1,"10-08-2013",79,4,0,4,0,0,1,1,2,0,0,"0"
8560,1992,"Graduation","Single",48789,0,0,"10-09-2012",94,351,16,156,7,5,1,6,7,0,0,"0"
1970,1968,"Master","Together",34053,0,1,"10-09-2012",14,63,0,21,7,0,1,3,3,0,0,"0"
380,1954,"Graduation","Divorced",64497,0,1,"10-09-2012",17,1170,48,320,42,32,5,11,9,0,0,"1"
10473,1956,"PhD","Widow",78028,0,1,"10-09-2012",38,158,19,288,25,0,1,6,9,1,0,"1"
4440,1964,"Master","Married",64100,0,1,"10-09-2013",93,509,0,27,0,0,1,8,6,0,0,"0"
2118,1964,"2n Cycle","Married",62905,0,1,"10-09-2013",68,166,75,96,119,107,3,7,8,0,0,"0"
10163,1984,"PhD","Single",82733,0,0,"10-09-2013",28,712,50,420,65,38,1,8,7,0,0,"1"
2569,1987,"Graduation","Married",17323,0,0,"10-10-2012",38,3,14,17,6,1,1,1,3,0,0,"0"
9286,1960,"Master","Together",83151,0,0,"10-10-2012",93,407,28,100,120,74,1,5,4,0,0,"0"
10264,1979,"Graduation","Divorced",15287,1,0,"10-10-2012",60,1,2,8,4,3,2,1,2,0,0,"1"
234,1979,"Graduation","Divorced",15287,1,0,"10-10-2012",60,1,2,8,4,3,2,1,2,0,0,"1"
606,1967,"Graduation","Single",25930,1,1,"10-10-2013",87,6,1,2,2,0,1,1,2,0,0,"0"
1581,1980,"Graduation","Married",37406,1,0,"10-10-2013",18,2,0,8,2,2,1,1,2,0,0,"1"
5544,1970,"Graduation","Single",67384,0,1,"10-11-2012",32,957,40,175,158,53,2,7,5,0,0,"0"
11121,1981,"Graduation","Married",19419,1,0,"10-11-2012",76,2,14,28,16,3,4,4,3,0,0,"0"
7431,1991,"PhD","Single",68126,0,0,"10-11-2012",40,1332,17,311,23,51,1,7,5,0,0,"1"
624,1984,"Master","Single",18890,0,0,"10-11-2012",5,6,4,1,7,2,1,0,2,0,0,"1"
5763,1972,"Master","Together",49854,1,0,"10-11-2013",63,123,17,171,39,0,5,6,5,0,0,"0"
10490,1969,"PhD","Married",51039,1,1,"10-12-2012",11,100,64,79,65,0,2,6,4,0,0,"0"
8373,1979,"Basic","Together",24594,1,0,"10-12-2013",94,1,3,6,10,0,1,1,3,0,0,"0"
9743,1955,"Graduation","Married",76998,0,1,"11-01-2013",85,1449,89,161,69,35,2,11,8,1,0,"0"
3690,1986,"Master","Married",80141,0,0,"11-01-2013",20,1184,102,673,52,40,1,7,10,1,0,"1"
9595,1961,"Graduation","Together",64260,0,0,"11-01-2013",1,539,169,816,20,0,1,4,4,0,0,"1"
1772,1975,"PhD","Married",79174,0,0,"11-01-2013",2,1074,37,518,193,92,1,5,7,1,0,"1"
9477,1954,"PhD","Married",65324,0,1,"11-01-2014",0,384,0,102,21,32,3,6,9,0,0,"0"
4047,1954,"PhD","Married",65324,0,1,"11-01-2014",0,384,0,102,21,32,3,6,9,0,0,"0"
4609,1966,"PhD","Married",57705,0,1,"11-01-2014",14,383,0,53,6,4,3,8,6,0,0,"0"
1715,1978,"Graduation","Together",25851,1,0,"11-02-2013",45,9,4,18,7,5,2,2,3,0,0,"0"
4669,1981,"Basic","Married",24480,1,0,"11-02-2013",46,4,19,9,28,25,3,3,4,0,0,"0"
9576,1982,"PhD","Together",32313,1,0,"11-02-2013",60,86,4,56,2,4,3,4,4,0,0,"0"
8595,1973,"Graduation","Widow",42429,0,1,"11-02-2014",99,55,0,6,2,0,2,1,3,0,0,"0"
7232,1973,"Graduation","Widow",42429,0,1,"11-02-2014",99,55,0,6,2,0,2,1,3,0,0,"0"
6384,1978,"Graduation","Divorced",71022,0,1,"11-02-2014",30,909,12,278,0,12,3,5,11,0,0,"0"
615,1960,"Graduation","Together",30507,0,0,"11-03-2013",29,65,36,74,38,20,1,5,4,0,0,"0"
8477,1956,"Graduation","Divorced",26150,2,1,"11-03-2013",61,5,1,13,3,5,1,1,3,0,0,"0"
3919,1976,"Master","Single",72309,0,0,"11-03-2013",64,960,0,883,50,38,1,5,8,0,0,"1"
231,1956,"Master","Together",28839,1,1,"11-03-2014",86,24,0,7,0,0,2,2,3,0,0,"0"
9971,1964,"PhD","Married",65526,0,1,"11-04-2014",22,397,19,69,12,0,1,4,8,0,0,"0"
5824,1972,"PhD","Together",34578,2,1,"11-04-2014",1,7,0,1,0,0,1,1,2,0,0,"0"
10766,1964,"PhD","Married",65526,0,1,"11-04-2014",22,397,19,69,12,0,1,4,8,0,0,"0"
182,1946,"PhD","Together",44124,0,1,"11-05-2013",62,284,0,55,0,6,4,6,5,0,0,"0"
544,1954,"Graduation","Married",62820,0,0,"11-05-2013",51,398,61,265,138,61,1,3,6,0,0,"0"
9467,1984,"Graduation","Single",34738,1,0,"11-05-2014",51,3,2,10,3,0,1,1,3,0,0,"0"
4973,1970,"Graduation","Single",20587,1,0,"11-05-2014",39,2,3,6,4,1,1,1,2,0,0,"0"
4066,1978,"2n Cycle","Divorced",21282,1,0,"11-05-2014",76,1,5,8,4,8,2,2,2,0,0,"0"
6518,1951,"PhD","Widow",67680,0,1,"11-06-2013",8,546,0,48,0,6,1,7,8,0,0,"0"
2036,1973,"PhD","Together",57906,0,1,"11-06-2013",29,243,11,119,10,3,3,4,8,0,0,"0"
2782,1961,"PhD","Married",54456,0,1,"11-07-2013",23,352,0,27,10,0,3,6,7,0,0,"0"
4012,1972,"PhD","Together",62220,0,1,"11-08-2012",55,799,12,375,16,12,5,7,5,0,0,"1"
5268,1960,"Graduation","Married",29440,1,1,"11-08-2013",95,17,8,14,10,4,2,1,4,0,0,"0"
1402,1954,"Master","Married",66991,0,0,"11-09-2012",1,496,36,460,189,60,3,4,6,0,0,"0"
663,1989,"PhD","Single",33996,0,0,"11-09-2013",46,40,2,15,8,0,1,1,3,0,0,"0"
10701,1973,"Graduation","Married",65308,0,0,"11-09-2013",60,713,0,264,120,80,1,7,12,1,0,"0"
10521,1977,"Graduation","Married",54809,1,1,"11-09-2013",0,63,6,57,13,13,4,2,5,0,0,"1"
5667,1964,"PhD","Married",60896,0,1,"11-10-2012",90,1013,30,399,60,46,3,9,4,0,0,"1"
5684,1971,"Master","Divorced",44635,1,1,"11-10-2013",25,56,0,9,0,0,2,2,3,0,0,"0"
8216,1972,"Master","Married",53761,1,1,"11-10-2013",7,158,0,76,13,7,6,4,3,0,0,"0"
11171,1965,"Master","Married",56962,2,1,"11-10-2013",60,292,3,77,10,3,7,6,5,0,0,"0"
1245,1966,"Graduation","Single",63810,0,1,"11-11-2012",45,977,12,253,16,12,4,4,12,0,0,"0"
3887,1970,"Graduation","Single",27242,1,0,"11-11-2012",2,3,17,26,20,1,2,2,3,0,0,"1"
1064,1971,"PhD","Married",42403,1,0,"11-12-2013",18,22,1,11,0,5,1,1,3,0,0,"0"
8086,1959,"Graduation","Married",42243,1,1,"11-12-2013",34,48,0,2,0,0,2,2,3,0,0,"0"
2005,1990,"Graduation","Married",35765,1,0,"11-12-2013",86,22,3,30,0,5,2,2,4,0,0,"0"
6768,1962,"Graduation","Divorced",37859,1,2,"12-01-2013",75,22,1,8,2,1,2,1,3,0,0,"0"
8977,1985,"Basic","Single",16581,0,0,"12-01-2013",51,1,3,4,2,3,1,0,3,0,0,"0"
9426,1964,"Master","Single",58308,0,1,"12-01-2013",77,691,0,69,10,0,4,2,3,0,0,"0"
322,1978,"Graduation","Together",42554,1,1,"12-01-2013",93,29,1,11,0,0,2,2,3,0,0,"0"
8920,1967,"Master","Single",59235,1,0,"12-01-2013",4,448,40,469,80,0,3,11,12,0,0,"0"
4345,1964,"2n Cycle","Single",NA,1,1,"12-01-2014",49,5,1,9,2,0,1,1,2,0,0,"0"
10660,1957,"Master","Married",66726,1,1,"12-01-2014",61,349,7,35,0,0,3,8,4,0,0,"0"
3697,1954,"Graduation","Together",39898,0,1,"12-02-2013",20,69,8,26,12,7,2,3,4,0,0,"0"
4065,1976,"PhD","Married",49544,1,0,"12-02-2013",0,308,0,73,0,0,2,5,8,0,0,"0"
5092,1949,"PhD","Widow",51569,0,1,"12-02-2013",39,380,0,47,6,0,4,7,7,0,0,"1"
9829,1978,"Graduation","Together",28587,1,0,"12-02-2014",42,22,4,17,12,10,3,2,4,0,0,"0"
10133,1970,"Graduation","Single",93790,0,0,"12-02-2014",16,1302,68,731,89,114,0,6,12,1,0,"1"
10451,1965,"Graduation","Together",29672,1,1,"12-03-2013",6,9,1,3,0,4,1,0,3,0,0,"0"
697,1969,"Graduation","Together",74918,0,0,"12-03-2013",78,972,59,913,25,19,1,5,6,1,0,"0"
7215,1983,"Graduation","Single",101970,0,0,"12-03-2013",69,722,27,102,44,72,0,6,13,1,0,"1"
6466,1965,"PhD","Married",57236,1,1,"12-03-2014",22,105,0,9,2,1,3,2,4,0,0,"0"
2986,1976,"Graduation","Married",30772,1,1,"12-03-2014",89,7,2,4,2,1,1,1,2,0,0,"0"
10196,1978,"Graduation","Married",71427,2,0,"12-03-2014",26,212,123,177,15,64,2,8,8,0,0,"0"
5186,1955,"PhD","Married",58482,0,1,"12-03-2014",59,576,7,115,19,7,2,7,9,0,0,"0"
2811,1963,"PhD","Single",48918,1,1,"12-04-2014",21,52,0,9,0,0,2,1,4,0,0,"0"
